"Index","P","Q","E"
1981-03-15,0,0.115246683814251,3.2
1981-03-16,0,0.114286937489898,5.6
1981-03-17,0,0.113335183699271,6.08
1981-03-18,0,0.112391355882494,3.2
1981-03-19,0,0.111455388033987,6.4
1981-03-20,0,0.110527214697847,4.96
1981-03-21,0.43,0.109606770963274,10.08
1981-03-22,0,0.108693992460027,3.84
1981-03-23,0,0.107788815353926,3.84
1981-03-24,0,0.106891176342386,3.2
1981-03-25,0,0.106001012649992,4.64
1981-03-26,0,0.105118262024105,3.68
1981-03-27,0,0.104242862730511,3.2
1981-03-28,0,0.103374753549107,4.16
1981-03-29,0,0.102513873769611,3.2
1981-03-30,0.38,0.101660163187326,4.8
1981-03-31,0.99,0.100813562098922,3.2
1981-04-01,2.89,0.0999740112982647,0.8
1981-04-02,0.05,0.0991414520722748,4.48
1981-04-03,0,0.0983158261968206,3.2
1981-04-04,17.51,0.0974970759326468,3.36
1981-04-05,15.58,0.0966851440213365,2.08
1981-04-06,5.68,0.0958799736813072,1.28
1981-04-07,0.45,0.0950815086038395,2.24
1981-04-08,0,0.0942896929491391,1.6
1981-04-09,0,0.0935044713424323,4
1981-04-10,0.04,0.0927257888700926,6.4
1981-04-11,0,0.0919535910758013,4.48
1981-04-12,0,0.0911878239567382,3.2
1981-04-13,0,0.0904284339598057,3.2
1981-04-14,0,0.0896753679778833,2.72
1981-04-15,0,0.0889285733461137,2.4
1981-04-16,0,0.0881879978382197,5.6
1981-04-17,0.04,0.0874535896628517,5.92
1981-04-18,0,0.086725297459966,4.64
1981-04-19,0,0.0860030702972328,2.24
1981-04-20,0,0.0852868576664742,3.52
1981-04-21,0,0.0845766094801325,4.16
1981-04-22,0,0.0838722760677665,1.6
1981-04-23,0,0.0831738081725787,5.44
1981-04-24,0,0.08248115694797,3.52
1981-04-25,0.05,0.081794273954124,4.8
1981-04-26,0,0.0811131111546192,3.2
1981-04-27,0,0.08043762091307,3.2
1981-04-28,0,0.0797677559897945,3.2
1981-04-29,0,0.079103469538512,4.64
1981-04-30,0,0.0784447151030657,2.88
1981-05-01,0,0.0777914466141746,3.2
1981-05-02,0,0.0771436183862114,3.36
1981-05-03,0,0.0765011851140077,1.6
1981-05-04,0,0.0758641018696853,1.6
1981-05-05,0,0.0752323240995146,1.12
1981-05-06,0,0.0746058076207986,2.08
1981-05-07,0.05,0.0739845086187829,2.08
1981-05-08,0.23,0.0733683836435919,2.08
1981-05-09,0.04,0.0727573896071898,2.08
1981-05-10,9.93,0.0721514837803676,2.56
1981-05-11,0.76,0.0715506237897549,2.4
1981-05-12,0.43,0.0709547676148559,1.76
1981-05-13,0,0.0703638735851118,2.24
1981-05-14,0,0.0697779003769859,1.28
1981-05-15,0,0.0691968070110736,1.6
1981-05-16,0,0.0686205528492372,2.08
1981-05-17,0,0.0680490975917633,0.8
1981-05-18,13.16,0.0674824012745446,1.6
1981-05-19,0.68,0.0669204242662854,1.28
1981-05-20,0,0.0663631272657297,1.12
1981-05-21,0,0.0658104712989127,0.48
1981-05-22,13.54,0.0652624177164353,1.92
1981-05-23,36.26,0.0647189281907613,1.12
1981-05-24,3.84,0.0641799647135368,0.64
1981-05-25,6.32,0.0636454895929323,1.76
1981-05-26,2.57,0.0631154654510066,1.6
1981-05-27,0.21,0.0625898552210929,0.32
1981-05-28,0,0.0620686221452066,0.96
1981-05-29,0.52,0.0615517297714746,1.28
1981-05-30,10.2,0.0610391419515863,2.24
1981-05-31,0.1,0.0605308228382651,0.32
1981-06-01,3.65,0.0600267368827621,1.92
1981-06-02,7.25,0.0595268488323696,4.8
1981-06-03,18.65,0.0590311237279559,0.8
1981-06-04,1.63,0.0585395269015204,2.24
1981-06-05,0.43,0.0580520239737691,0.64
1981-06-06,4.91,0.0575685808517107,1.76
1981-06-07,0,0.0570891637262715,1.44
1981-06-08,0.43,0.0566137390699321,0.8
1981-06-09,0,0.0561422736343818,1.28
1981-06-10,13.31,0.0556747344481937,0
1981-06-11,14.6,0.162111386119892,1.76
1981-06-12,3.64,0.209625100906232,3.04
1981-06-13,0,0.161917606677927,2.08
1981-06-14,0.07,0.130637502903698,0.64
1981-06-15,0.76,0.12141210232218,0.48
1981-06-16,0.43,0.109569852967178,1.28
1981-06-17,0.26,0.098069355546821,1.12
1981-06-18,0.26,0.0898488605584786,0.16
1981-06-19,0,0.0801279269343086,1.28
1981-06-20,0,0.0733747141694522,1.28
1981-06-21,0.03,0.0689820822810843,0.96
1981-06-22,0.81,0.0743767117028171,0.16
1981-06-23,9.33,0.26701031791028,4
1981-06-24,0.43,0.21282372826978,0.96
1981-06-25,17.47,0.83844851518776,2.4
1981-06-26,27.9,2.42211685704347,3.04
1981-06-27,46.73,5.94883099069605,3.2
1981-06-28,0.43,4.19035543764115,3.2
1981-06-29,0,2.95514603029411,3.36
1981-06-30,0,2.11639753927533,1.44
1981-07-01,0,1.54656520503485,0.8
1981-07-02,7.71,1.82877215312593,2.4
1981-07-03,6.78,1.95509893390704,2.56
1981-07-04,19.8,3.27752163785045,1.92
1981-07-05,4.41,2.79477407947981,0.32
1981-07-06,1.1,2.15618880585809,2.24
1981-07-07,4.55,2.04703753876175,2.08
1981-07-08,0,1.54763407365605,2.4
1981-07-09,0.86,1.284026697596,0.96
1981-07-10,0,1.02851847876042,1.12
1981-07-11,0.04,0.857337806116113,0.48
1981-07-12,0,0.73654075067627,0.8
1981-07-13,0.43,0.689455894626784,1.12
1981-07-14,0,0.620597798429711,1.12
1981-07-15,0,0.572619475435396,1.28
1981-07-16,0,0.538813925145529,1.28
1981-07-17,0,0.514631888828024,1.28
1981-07-18,0,0.496987644229186,0.8
1981-07-19,0,0.483788145584515,0.64
1981-07-20,0,0.473613652483607,1.12
1981-07-21,14.22,1.56191377309508,0.8
1981-07-22,47.19,5.73369253371602,2.56
1981-07-23,2.91,4.40597971081573,3.04
1981-07-24,30.16,6.34197424972397,2.4
1981-07-25,4.11,4.99754091043333,0.8
1981-07-26,0.1,3.66664672561225,3.2
1981-07-27,2.91,3.04347167322364,3.2
1981-07-28,0,2.33052427144833,3.2
1981-07-29,17.81,3.54853087341611,0.32
1981-07-30,3.79,3.07206158754529,0.96
1981-07-31,0,2.37183998227907,0.48
1981-08-01,0.48,1.94194884696566,1.28
1981-08-02,0,1.60119084195008,0.64
1981-08-03,0.13,1.38017316612638,1.28
1981-08-04,16.6,2.8427668192709,1.6
1981-08-05,0.95,2.3221127852741,1.6
1981-08-06,0.78,1.94922072052395,2.4
1981-08-07,0.05,1.62372596328537,1.44
1981-08-08,0,1.39586363178789,1.28
1981-08-09,2.33,1.44865663521024,2.24
1981-08-10,5.74,1.78653782496255,2.4
1981-08-11,1.16,1.61041081668598,1.28
1981-08-12,0,1.3883740136019,1.6
1981-08-13,6.41,1.78437985556844,3.68
1981-08-14,4.31,1.86979761887586,1.92
1981-08-15,19.06,3.2623640392194,3.2
1981-08-16,0,2.53480900956776,2.56
1981-08-17,1.7,2.18499545994498,3.2
1981-08-18,17.01,3.29160883456423,1.92
1981-08-19,2.06,2.75590124021086,1.76
1981-08-20,1.11,2.30422477627194,2.56
1981-08-21,15.17,3.26451185460129,3.36
1981-08-22,6.49,3.15735968506689,2.4
1981-08-23,4.64,2.91897864440974,2.4
1981-08-24,0.05,2.34333463931322,1.6
1981-08-25,0,1.9455428296205,1.6
1981-08-26,0.29,1.69696730403335,0.8
1981-08-27,14.65,2.78307715163102,3.04
1981-08-28,0.8,2.32308316571045,2.56
1981-08-29,1.21,2.04090265704652,3.2
1981-08-30,0,1.74588473868083,2.56
1981-08-31,0.48,1.57918006000395,2.24
1981-09-01,1.9,1.56674981096543,0.16
1981-09-02,0,1.41774177602264,2.24
1981-09-03,0,1.31371695624604,3.36
1981-09-04,0,1.24022761401325,1.44
1981-09-05,0,1.18747404890911,1.92
1981-09-06,0.14,1.15720927386662,2.24
1981-09-07,0.43,1.14997031549735,3.2
1981-09-08,0,1.11812763040946,3.04
1981-09-09,0,1.09371372387949,3.84
1981-09-10,0.05,1.0764216181366,5.44
1981-09-11,0,1.0598924317967,1.92
1981-09-12,5.89,1.2507876341353,3.2
1981-09-13,0.02,1.1762076948383,7.36
1981-09-14,0,1.12221295308587,3.2
1981-09-15,0,1.08288810744358,3.2
1981-09-16,0.48,1.0600134282753,4.32
1981-09-17,0,1.0354530378482,4.16
1981-09-18,0,1.01615888147159,4
1981-09-19,0,1.00045861207046,5.44
1981-09-20,1.02,0.987217740733772,3.52
1981-09-21,0,0.975666594185155,1.28
1981-09-22,0.04,0.965282944874236,1.6
1981-09-23,0,0.955712402245751,1.28
1981-09-24,21.89,1.10867208010332,2.72
1981-09-25,2.97,1.12297483236949,3.2
1981-09-26,0,1.05842929818037,3.2
1981-09-27,9.54,1.26533806858548,3.36
1981-09-28,1.79,1.2100818157079,2.56
1981-09-29,0,1.1143980694035,3.84
1981-09-30,0.05,1.0482080671629,3.68
1981-10-01,0.43,1.00739110537797,4.8
1981-10-02,0.05,0.970298657804406,7.2
1981-10-03,25.68,1.60738844498502,11.2
1981-10-04,5.44,1.57330356607577,2.56
1981-10-05,0,1.35825506226307,4.48
1981-10-06,0.43,1.22251215015497,4.64
1981-10-07,0,1.1156672476531,4.32
1981-10-08,0,1.04081168075732,5.28
1981-10-09,0,0.98767345054639,2.56
1981-10-10,0.43,0.950789210908342,6.4
1981-10-11,0,0.92196180560259,3.2
1981-10-12,0,0.900101628801478,3.2
1981-10-13,0,0.88298634285181,4.48
1981-10-14,0,0.869108438413168,3.04
1981-10-15,0.42,0.857445255480411,5.92
1981-10-16,0,0.847302995080129,4.32
1981-10-17,2.26,0.838210916766854,4.48
1981-10-18,0.64,0.829849575740228,3.36
1981-10-19,4.84,0.822002148082808,2.56
1981-10-20,5.73,0.814521416022838,1.6
1981-10-21,22.12,0.918312661592835,1.92
1981-10-22,14.4,1.33994413111241,1.28
1981-10-23,0.62,1.19389819923644,4.16
1981-10-24,2.29,1.15495163385321,3.2
1981-10-25,0,1.03917397805433,3.2
1981-10-26,0.74,0.981486611340834,4.96
1981-10-27,0,0.91759130340721,4.8
1981-10-28,0,0.872155341710265,8.16
1981-10-29,0,0.839257305032035,6.4
1981-10-30,0,0.81488071391181,7.68
1981-10-31,0,0.796301158684786,3.2
1981-11-01,2.66,0.781670605603879,4
1981-11-02,0,0.769735443327097,4.8
1981-11-03,1.48,0.759645241745226,2.24
1981-11-04,0.9,0.750823038446699,2.56
1981-11-05,1.04,0.742877357653788,2.88
1981-11-06,0.48,0.73554253512409,4.32
1981-11-07,0,0.728638242194755,6.4
1981-11-08,0.01,0.722042032066998,3.84
1981-11-09,0.56,0.715670718711179,4
1981-11-10,13.43,0.70946774669085,2.4
1981-11-11,0.56,0.70339462445924,6.56
1981-11-12,0,0.697425113795251,6.4
1981-11-13,0,0.691541288651675,5.12
1981-11-14,0,0.685730861973396,1.92
1981-11-15,0,0.679985372544146,6.4
1981-11-16,1.56,0.674298955166601,1.12
1981-11-17,10.66,0.668667506501193,4.32
1981-11-18,0.46,0.663088119269214,2.4
1981-11-19,0,0.657558698479963,4.48
1981-11-20,6.64,0.652077701119778,3.2
1981-11-21,0.87,0.64663660724023,2.88
1981-11-22,30.26,0.714994453075632,3.84
1981-11-23,0.48,0.692890111010553,4.32
1981-11-24,4.07,0.713631613451888,6.4
1981-11-25,6.35,0.759720494879178,1.12
1981-11-26,10.89,1.01458119737495,2.4
1981-11-27,0.04,0.890700740313027,5.12
1981-11-28,0.43,0.814856175863728,6.4
1981-11-29,0.12,0.752692202751668,3.84
1981-11-30,12.25,0.988569729380993,5.76
1981-12-01,0.86,0.89173406474286,5.12
1981-12-02,0,0.8021462275264,4.8
1981-12-03,0.02,0.739965811169784,6.4
1981-12-04,0.05,0.696003647448447,10.72
1981-12-05,0.17,0.664503345281697,8
1981-12-06,0.34,0.641535116736201,12.8
1981-12-07,12.97,0.624367299381291,11.52
1981-12-08,0.61,0.611146972045936,9.6
1981-12-09,0.05,0.600617240043443,7.84
1981-12-10,0,0.59192547765824,6.4
1981-12-11,0,0.584493264393377,6.72
1981-12-12,0,0.577928166366272,12.8
1981-12-13,2.07,0.571963900095344,6.88
1981-12-14,0,0.566419747266677,4.48
1981-12-15,0.43,0.561173026900758,5.28
1981-12-16,0,0.556140423987657,5.6
1981-12-17,0,0.551265325216488,6.08
1981-12-18,0.43,0.546509229148575,7.2
1981-12-19,4.07,0.541845919971588,8
1981-12-20,0.5,0.53725751571325,8.64
1981-12-21,0,0.532731787848445,6.4
1981-12-22,0,0.528260343256917,7.2
1981-12-23,0.41,0.523837391089223,10.08
1981-12-24,9.87,0.519458906359636,2.88
1981-12-25,12.66,0.515122062627856,2.24
